pair,switch_at,strategy,episode,switched,grasp_step,a_steps_before_switch,holding_at_switch,held_object,a_success,b_success,b_failure_type,a_completed_during_b,a_resume_success,both_success,drop,reaction_steps,jerk,wall_sec
8→7,grasp:20,blend,4,True,37,57,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,6,6.724739731986307,97.2
8→7,grasp:20,blend,5,True,40,60,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,5,10.439935130109033,97.7
8→7,grasp:20,blend,6,True,40,60,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,5,9.244833104672024,97.1
8→7,grasp:20,blend,7,True,38,58,True,akita_black_bowl_1,,True,,False,False,False,False,6,6.701027031552267,79.0
8→7,grasp:20,blend,8,True,54,74,False,,,False,시간 초과,False,False,False,False,6,9.730945107942086,99.1
8→7,grasp:20,blend,9,True,37,57,True,akita_black_bowl_1,,True,,False,False,False,False,6,7.143927257621891,58.3
8→7,grasp:20,flush,0,True,40,60,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,3,8.459373012500018,97.7
8→7,grasp:20,flush,1,True,39,59,True,akita_black_bowl_1,,True,,False,False,False,False,2,12.217050377842423,79.5
8→7,grasp:20,flush,2,True,39,59,True,akita_black_bowl_1,,True,,False,False,False,False,3,8.9803548109439,78.3
8→7,grasp:20,flush,3,True,38,58,True,akita_black_bowl_1,,True,,False,False,False,False,3,9.118325803828496,82.2
8→7,grasp:20,flush,4,True,37,57,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,2,9.224138811862295,96.6
8→7,grasp:20,flush,5,True,40,60,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,2,12.298645148458336,97.8
8→7,grasp:20,flush,6,True,40,60,True,akita_black_bowl_1,,True,,False,False,False,False,2,11.698837295375984,74.7
8→7,grasp:20,flush,7,True,38,58,True,akita_black_bowl_1,,True,,False,False,False,False,2,9.566495438612195,82.0
8→7,grasp:20,flush,8,True,54,74,False,,,False,시간 초과,False,False,False,False,2,11.344525433296347,99.6
8→7,grasp:20,flush,9,True,37,57,True,akita_black_bowl_1,,True,,False,False,False,False,3,8.412821918404068,62.0
8→7,grasp:20,keep,0,True,40,60,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,3,8.459373012500018,97.4
8→7,grasp:20,keep,1,True,39,59,True,akita_black_bowl_1,,True,,False,False,False,False,3,12.591153988167013,78.0
8→7,grasp:20,keep,2,True,39,59,True,akita_black_bowl_1,,True,,False,False,False,False,4,9.056795766199686,77.0
8→7,grasp:20,keep,3,True,38,58,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,4,9.85131490764716,97.3
8→7,grasp:20,keep,4,True,37,57,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,5,9.551161409051707,97.2
8→7,grasp:20,keep,5,True,40,60,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,2,12.111117928790023,98.0
8→7,grasp:20,keep,6,True,40,60,True,akita_black_bowl_1,,True,,False,False,False,False,2,12.035883340802469,73.4
8→7,grasp:20,keep,7,True,38,58,True,akita_black_bowl_1,,True,,False,False,False,False,4,9.34359755679605,75.2
8→7,grasp:20,keep,8,True,54,74,False,,,False,시간 초과,False,False,False,False,11,9.27805090354286,88.4
8→7,grasp:20,keep,9,True,37,57,True,akita_black_bowl_1,,True,,False,False,False,False,5,8.438465344640749,69.4
8→7,grasp:20,none,0,True,40,60,True,akita_black_bowl_1,True,,,,,,False,,5.802208332272434,13.0
8→7,grasp:20,none,1,True,39,59,True,akita_black_bowl_1,True,,,,,,False,,10.29770041958186,11.2
8→7,grasp:20,none,2,True,39,59,True,akita_black_bowl_1,True,,,,,,False,,10.539732565963645,11.1
8→7,grasp:20,none,3,True,38,58,True,akita_black_bowl_1,True,,,,,,False,,6.629823385076428,11.2
8→7,grasp:20,none,4,True,37,57,True,akita_black_bowl_1,True,,,,,,False,,5.424969445852864,9.7
8→7,grasp:20,none,5,True,40,60,True,akita_black_bowl_1,True,,,,,,False,,8.929555649802195,9.5
8→7,grasp:20,none,6,True,40,60,True,akita_black_bowl_1,True,,,,,,False,,11.586840537374236,8.0
8→7,grasp:20,none,7,True,38,58,True,akita_black_bowl_1,True,,,,,,False,,9.489543819722536,9.0
8→7,grasp:20,none,8,True,54,74,False,,False,,,,,,False,,8.675671317558292,51.9
8→7,grasp:20,none,9,True,37,57,True,akita_black_bowl_1,True,,,,,,False,,7.3918567260181565,6.9
8→7,grasp:20,retreat,0,True,40,60,True,akita_black_bowl_1,,True,,False,True,True,False,3,3.493717080005628,39.4
8→7,grasp:20,retreat,1,True,39,59,True,akita_black_bowl_1,,True,,False,False,False,False,2,3.8281569186637157,65.3
8→7,grasp:20,retreat,2,True,39,59,True,akita_black_bowl_1,,True,,False,False,False,False,4,3.655217602704801,65.2
8→7,grasp:20,retreat,3,True,38,58,True,akita_black_bowl_1,,True,,False,False,False,False,3,3.3110673253440757,65.4
8→7,grasp:20,retreat,4,True,37,57,True,akita_black_bowl_1,,True,,False,False,False,False,3,3.512583569674585,64.4
8→7,grasp:20,retreat,5,True,40,60,True,akita_black_bowl_1,,True,,False,False,False,False,3,3.5585818574463466,55.6
8→7,grasp:20,retreat,6,True,40,60,True,akita_black_bowl_1,,True,,True,True,True,False,4,3.3606943310316955,21.7
8→7,grasp:20,retreat,7,True,38,58,True,akita_black_bowl_1,,True,,False,False,False,False,4,3.605407692842867,54.6
8→7,grasp:20,retreat,8,True,54,74,False,,,True,,False,True,True,False,4,2.8422975276204285,38.0
8→7,grasp:20,retreat,9,True,37,57,True,akita_black_bowl_1,,True,,False,False,False,False,3,3.880999206630239,63.1
8→7,grasp:3,blend,0,True,40,43,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,12,6.7480514430993175,96.4
8→7,grasp:3,blend,1,True,39,42,True,akita_black_bowl_1,,True,,False,False,False,False,10,9.23519300603694,77.1
8→7,grasp:3,blend,2,True,39,42,True,akita_black_bowl_1,,True,,False,False,False,False,10,8.17845166390232,71.0
8→7,grasp:3,blend,3,True,38,41,True,akita_black_bowl_1,,True,,False,False,False,False,10,6.766997218652175,88.1
8→7,grasp:3,blend,4,True,37,40,True,akita_black_bowl_1,,True,,False,False,False,False,10,7.1051494301280815,67.8
8→7,grasp:3,blend,5,True,40,43,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,9,9.47511134488284,97.0
8→7,grasp:3,blend,6,True,40,43,True,akita_black_bowl_1,,True,,False,False,False,False,10,9.723609487648115,70.3
8→7,grasp:3,blend,7,True,38,41,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,11,7.5601208405185005,96.2
8→7,grasp:3,blend,8,True,54,57,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,1,8.143541768488484,97.1
8→7,grasp:3,blend,9,True,37,40,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,12,7.813952882818261,84.8
8→7,grasp:3,flush,0,True,40,43,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,10,7.243912862092087,96.1
8→7,grasp:3,flush,1,True,39,42,True,akita_black_bowl_1,,True,,False,False,False,False,8,9.502527474471362,77.5
8→7,grasp:3,flush,2,True,39,42,True,akita_black_bowl_1,,True,,False,False,False,False,9,7.99137746385791,72.6
8→7,grasp:3,flush,3,True,38,41,True,akita_black_bowl_1,,True,,False,False,False,False,9,7.252375723041958,72.7
8→7,grasp:3,flush,4,True,37,40,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,9,7.541409090236537,95.6
8→7,grasp:3,flush,5,True,40,43,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,8,9.131665076082252,95.7
8→7,grasp:3,flush,6,True,40,43,True,akita_black_bowl_1,,True,,False,False,False,False,10,10.521773514916053,70.0
8→7,grasp:3,flush,7,True,38,41,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,10,7.503404366557129,95.2
8→7,grasp:3,flush,8,True,54,57,True,akita_black_bowl_1,,True,,False,False,False,False,1,9.659141000679456,75.1
8→7,grasp:3,flush,9,True,37,40,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,10,7.721127632198337,92.2
8→7,grasp:3,keep,0,True,40,43,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,12,8.176655172125217,85.4
8→7,grasp:3,keep,1,True,39,42,True,akita_black_bowl_1,,True,,False,False,False,False,11,8.283789492051497,75.2
8→7,grasp:3,keep,2,True,39,42,True,akita_black_bowl_1,,True,,False,False,False,False,11,8.85634016077665,72.5
8→7,grasp:3,keep,3,True,38,41,True,akita_black_bowl_1,,True,,False,False,False,False,12,8.069742175152227,72.5
8→7,grasp:3,keep,4,True,37,40,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,9,7.55665653423245,94.0
8→7,grasp:3,keep,5,True,40,43,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,10,9.494855214535196,96.2
8→7,grasp:3,keep,6,True,40,43,True,akita_black_bowl_1,,True,,False,False,False,False,11,8.880049315058395,69.3
8→7,grasp:3,keep,7,True,38,41,True,akita_black_bowl_1,,True,,False,False,False,False,12,7.959824379043237,73.0
8→7,grasp:3,keep,8,True,54,57,True,akita_black_bowl_1,,True,,False,False,False,False,1,8.334244303851444,78.6
8→7,grasp:3,keep,9,True,37,40,True,akita_black_bowl_1,,False,시간 초과,False,False,False,False,10,7.721127632198337,84.3
8→7,grasp:3,none,0,True,40,43,True,akita_black_bowl_1,True,,,,,,False,,6.441986089735138,13.4
8→7,grasp:3,none,1,True,39,42,True,akita_black_bowl_1,True,,,,,,False,,9.740964502998134,11.3
8→7,grasp:3,none,2,True,39,42,True,akita_black_bowl_1,True,,,,,,False,,8.674467635377043,11.2
8→7,grasp:3,none,3,True,37,40,True,akita_black_bowl_1,True,,,,,,False,,6.911329094126049,11.4
8→7,grasp:3,none,4,True,37,40,True,akita_black_bowl_1,True,,,,,,False,,6.754657974355763,9.9
8→7,grasp:3,none,5,True,40,43,True,akita_black_bowl_1,True,,,,,,False,,9.036598230165948,10.1
8→7,grasp:3,none,6,True,40,43,True,akita_black_bowl_1,True,,,,,,False,,9.058518568815678,8.3
8→7,grasp:3,none,7,True,38,41,True,akita_black_bowl_1,True,,,,,,False,,9.05823857471529,9.5
8→7,grasp:3,none,8,True,45,48,True,akita_black_bowl_1,False,,,,,,False,,7.3395170762739115,47.6
8→7,grasp:3,none,9,True,37,40,True,akita_black_bowl_1,True,,,,,,False,,7.130856111492081,8.7
8→7,grasp:3,retreat,0,True,40,43,True,akita_black_bowl_1,,True,,False,False,False,False,7,2.863155571453569,59.7
8→7,grasp:3,retreat,1,True,39,42,True,akita_black_bowl_1,,True,,False,True,True,False,4,3.7257727800640823,34.5
8→7,grasp:3,retreat,2,True,39,42,True,akita_black_bowl_1,,True,,False,True,True,False,5,3.177926667537853,33.9
8→7,grasp:3,retreat,3,True,38,41,True,akita_black_bowl_1,,True,,False,True,True,False,6,3.114494091248941,31.7
8→7,grasp:3,retreat,4,True,37,40,True,akita_black_bowl_1,,True,,False,False,False,False,5,4.018554246443904,60.5
8→7,grasp:3,retreat,5,True,40,43,True,akita_black_bowl_1,,True,,False,True,True,False,5,4.30549955408597,34.4
8→7,grasp:3,retreat,6,True,40,43,True,akita_black_bowl_1,,True,,False,True,True,False,6,3.369613904361772,34.9
8→7,grasp:3,retreat,7,True,38,41,True,akita_black_bowl_1,,True,,False,False,False,False,6,3.9474297938783467,52.9
8→7,grasp:3,retreat,8,True,54,57,True,akita_black_bowl_1,,True,,False,True,True,False,1,3.4636893282231003,33.6
8→7,grasp:3,retreat,9,True,37,40,True,akita_black_bowl_1,,True,,False,True,True,False,7,3.7780330399281805,26.6
8→7,step:15,blend,0,True,,15,False,,,True,,False,False,False,False,11,8.51124378070594,42.5
8→7,step:15,blend,1,True,,15,False,,,False,시간 초과,False,False,False,False,9,8.497161544219978,92.8
8→7,step:15,blend,2,True,,15,False,,,False,시간 초과,False,False,False,False,10,9.955046152461472,89.1
8→7,step:15,blend,3,True,,15,False,,,False,시간 초과,False,False,False,False,9,6.563434698571042,91.2
8→7,step:15,blend,4,True,,15,False,,,False,시간 초과,False,False,False,False,10,6.515914674647918,90.6
8→7,step:15,blend,5,True,,15,False,,,False,시간 초과,False,False,False,False,8,8.085144590961978,89.7
8→7,step:15,blend,6,True,,15,False,,,False,시간 초과,False,False,False,False,9,7.992605133811764,91.2
8→7,step:15,blend,7,True,,15,False,,,False,시간 초과,False,False,False,False,9,7.568453414146261,90.4
8→7,step:15,blend,8,True,,15,False,,,False,시간 초과,False,False,False,False,10,7.043439424491134,91.0
8→7,step:15,blend,9,True,,15,False,,,False,시간 초과,False,False,False,False,10,8.985295606136027,90.8
8→7,step:15,flush,0,True,,15,False,,,False,시간 초과,False,False,False,False,4,9.30538115348648,86.3
8→7,step:15,flush,1,True,,15,False,,,False,시간 초과,False,False,False,False,6,8.563491147794066,90.1
8→7,step:15,flush,2,True,,15,False,,,False,시간 초과,False,False,False,False,3,9.177417775047704,89.6
8→7,step:15,flush,3,True,,15,False,,,False,시간 초과,False,False,False,False,3,9.942786717534496,90.3
8→7,step:15,flush,4,True,,15,False,,,False,시간 초과,False,False,False,False,3,7.688875217546401,91.9
8→7,step:15,flush,5,True,,15,False,,,False,시간 초과,False,False,False,False,3,8.772955880661291,91.2
8→7,step:15,flush,6,True,,15,False,,,True,,False,False,False,False,4,8.68412555249894,61.6
8→7,step:15,flush,7,True,,15,False,,,False,시간 초과,False,False,False,False,5,9.40172183674868,91.2
8→7,step:15,flush,8,True,,15,False,,,True,,False,False,False,False,3,9.829355370898037,61.9
8→7,step:15,flush,9,True,,15,False,,,False,시간 초과,False,False,False,False,4,8.036923364322867,90.9
8→7,step:15,keep,0,True,,15,False,,,False,시간 초과,False,False,False,False,10,8.72875326350332,74.6
8→7,step:15,keep,1,True,,15,False,,,True,,False,False,False,False,11,7.369927715595381,70.2
8→7,step:15,keep,2,True,,15,False,,,False,시간 초과,False,False,False,False,10,8.621043716753144,92.0
8→7,step:15,keep,3,True,,15,False,,,False,시간 초과,False,False,False,False,12,7.165087221075005,93.2
8→7,step:15,keep,4,True,,15,False,,,True,,False,False,False,False,11,6.404802818178901,65.8
8→7,step:15,keep,5,True,,15,False,,,False,시간 초과,False,False,False,False,10,8.571765063716787,90.0
8→7,step:15,keep,6,True,,15,False,,,False,시간 초과,False,False,False,False,11,6.637163229476534,91.0
8→7,step:15,keep,7,True,,15,False,,,False,시간 초과,False,False,False,False,11,9.004753914919844,90.4
8→7,step:15,keep,8,True,,15,False,,,True,,False,False,False,False,10,10.581494992369187,64.2
8→7,step:15,keep,9,True,,15,False,,,False,시간 초과,False,False,False,False,11,7.3997580470325115,91.6
8→7,step:15,none,0,True,,15,False,,True,,,,,,False,,6.891253955497146,13.1
8→7,step:15,none,1,True,,15,False,,True,,,,,,False,,7.463675335646579,11.2
8→7,step:15,none,2,True,,15,False,,True,,,,,,False,,6.522251705263609,11.0
8→7,step:15,none,3,True,,15,False,,True,,,,,,False,,6.963725487946914,11.0
8→7,step:15,none,4,True,,15,False,,True,,,,,,False,,7.109955441796669,9.9
8→7,step:15,none,5,True,,15,False,,True,,,,,,False,,7.123730499362049,9.4
8→7,step:15,none,6,True,,15,False,,True,,,,,,False,,7.286415601748213,8.4
8→7,step:15,none,7,True,,15,False,,True,,,,,,False,,7.869957927185617,9.3
8→7,step:15,none,8,True,,15,False,,False,,,,,,False,,6.647675248236246,42.6
8→7,step:15,none,9,True,,15,False,,True,,,,,,False,,6.743422784479555,10.7
8→7,step:15,retreat,0,True,,15,False,,,True,,False,True,True,False,3,8.485808542600976,29.1
8→7,step:15,retreat,1,True,,15,False,,,True,,False,True,True,False,3,7.8686011297430225,31.0
8→7,step:15,retreat,2,True,,15,False,,,True,,False,False,False,False,3,8.480049584719128,44.0
8→7,step:15,retreat,3,True,,15,False,,,False,시간 초과,False,False,False,False,3,8.811288547392124,87.2
8→7,step:15,retreat,4,True,,15,False,,,True,,False,True,True,False,3,7.601571197456774,27.7
8→7,step:15,retreat,5,True,,15,False,,,True,,False,True,True,False,3,7.75923913912968,26.3
8→7,step:15,retreat,6,True,,15,False,,,True,,False,True,True,False,3,7.3619735789832905,29.3
8→7,step:15,retreat,7,True,,15,False,,,True,,False,True,True,False,3,8.35742356898226,25.1
8→7,step:15,retreat,8,True,,15,False,,,True,,False,False,False,False,3,8.659607965363351,57.9
8→7,step:15,retreat,9,True,,15,False,,,True,,False,False,False,False,3,8.814269554643516,56.7
